41,ข้อใดไม่ใช่วัสดุพอลิเมอร์,ยาง (Rubber),พลาสติก (Plastic),ไม้ (Wood),แก้ว (Glass),none,4,none,none,none,none,none,none
42,ยางที่ผ่านกระบวนการ Vulcanization แล้ว จัดเป็นพอลิเมอร์ประเภทใด,พอลิเมอร์แบบสายโซ่ตรง (Linear polymer),พอลิเมอร์แบบครอสลิงค์ (Crosslinked polymer),พอลิเมอร์แบบสายเดี่ยว (Single chain polymer),พอลิเมอร์แบบกิ่ง (Branched polymer),none,2,none,none,none,none,none,none
43,ข้อใดเป็นพอลิเมอร์แบบโครงข่าย (network),พอลิสไตรีน (Polystyrene),ฟีนอลฟอร์มัลดีไฮด์ (Phenol-formaldehyde),พอลิเอทธิลีน (Polyethylene),พอลิพรอพิลีน (Polypropylene),none,2,none,none,none,none,none,none
44,ข้อใดเป็นลักษณะของเทอร์โมพลาสติก (Thermoplastic),แข็งตัวเมื่อถูกความร้อน และอ่อนตัวเมื่อลดอุณหภูมิ,อ่อนตัวเมื่อถูกความร้อน แต่กลับมาแข็งตัวเมื่อลดอุณหภูมิ,แข็งตัวเมื่อถูกความร้อน และไม่สามารถทำให้อ่อนตัวได้อีก,แข็งตัวเมื่อถูกความร้อน แต่สามารถทำให้อ่อนตัวได้เมื่อลดอุณหภูมิ,none,2,none,none,none,none,none,none
45,ข้อใดต่อไปนี้กล่าวไม่ถูกต้อง,โคพอลิเมอร์ (Copolymer) ประกอบด้วย มอนอเมอร์มากกว่าหนึ่งชนิดเรียงต่อกัน,อัลเทอร์เนตโคพอลิเมอร์ (Alternate copolymer) ประกอบด้วย มอนอเมอร์มากกว่าหนึ่งชนิดเรียงต่อแบบสลับกัน,แรนดอมโคพอลิเมอร์ (Random copolymer) ประกอบด้วย มอนอเมอร์มากกว่าหนึ่งชนิดเรียงต่อแบบสุ่ม,กราฟท์โคพอลิเมอร์ (Graft copolymer) ประกอบด้วย มอนอเมอร์มากกว่าหนึ่งชนิดเรียงต่ออยู่ในสายโซ่ที่เป็นเส้นตรง,none,4,none,none,none,none,none,none
46,ปัจจัยใดมีผลต่อสมบัติเชิงกลของพอลิเมอร์แบบกึ่งผลึก (Semicrystalline polymers),น้ำหนักโมเลกุล (Molecular weight),ระดับของสภาพเป็นผลึก (Degree of crystallinity),การอบอ่อน (Annealing),ข้อ 1 2 และ 3 ถูก,none,4,none,none,none,none,none,none
47,จากกราฟความเค้น-ความเครียด (Stress-strain plot) กราฟเส้นใดแสดงสมบัติของวัสดุยืดหยุ่น (Elastomeric polymer),I,II,III,IV,none,4,q47.png,none,none,none,none,none
48,พอลิเมอร์ใดต่อไปนี้เป็นเทอร์โมพลาสติก (Thermoplastics),PVC,Epoxy resins,Polyester,Melamine,none,1,none,none,none,none,none,none
49,ข้อใดต่อไปนี้ไม่ใช่พอลิเมอร์,พอลิเอทิลีน (Polyethylene),พอลิคาร์โบเนต (Polycarbonate),ซิลิคอนคาร์ไบด์ (Silicon carbide),ซิลิโคน (Silicone),none,3,none,none,none,none,none,none
50,เพราะเหตุใดยางรถยนต์จึงมีสีดำ,เนื่องจากต้องสัมผัสถนนซึ่งมีความสกปรก จึงผสมสีดำลงไป,เนื่องจากต้องการให้มีความแข็งแรงขึ้น จึงใส่สารเสริมแรงชนิดหนึ่งซึ่งมีสีดำลงไป,เพื่อให้ง่ายต่อการดูแลรักษา,ข้อ 1 2 และ 3 ถูก,none,2,none,none,none,none,none,none
51,โดยทั่วไปพอลิเมอร์มีสมบัติเชิงกลในข้อใดต่อไปนี้มากกว่าวัสดุวิศวกรรมชนิดอื่นๆ,Tensile Strength,Modulus of Elasticity,Yield Strength,Elongation,none,4,none,none,none,none,none,none
52,วัตถุดิบที่ใช้ในการผลิตพอลิเมอร์มาจากแหล่งใด,แก๊สธรรมชาติ,น้ำมันปิโตรเลียม,ผลิตผลทางการเกษตร,ข้อ 1 2 และ 3 ถูก,none,4,none,none,none,none,none,none
53,ข้อใดต่อไปนี้ไม่ใช่ลักษณะหรือสมบัติของเทอร์โมเซตติ้ง (Thermosetting),มีโครงสร้างตาข่าย,นำมาขึ้นรูปใหม่ไม่ได้,ทนแรงกระแทกได้ดี,ทนความร้อนได้ดี,none,3,none,none,none,none,none,none
54,ข้อใดต่อไปนี้ไม่ใช่โครงสร้างของโคพอลิเมอร์ (Copolymer),โครงสร้างแบบบล็อก (Block),โครงสร้างแบบสลับ (Alternating),โครงสร้างแบบเชิงเส้น (Linear),โครงสร้างแบบสุ่ม (Random),none,3,none,none,none,none,none,none
55,ขวดพลาสติกใสที่ใช้บรรจุน้ำอัดลมในท้องตลาดมักทำด้วยพอลิเมอร์ชนิดใด,พอลิโพรพิลีน (Polypropylene),พอลิสไตรีน (Polystyrene),พอลิเอทิลีน เทอร์ฟาทาเลต (Polyethylene terephthalate),พอลิเมทิล เมทาครีเลต (Polymethyl methacrylate),none,3,none,none,none,none,none,none
56,เราสามารถเพิ่มสมบัติในการรับแรงกระแทกให้กับพลาสติกที่เปราะได้โดยการผสมสิ่งใดต่อไปนี้ลงไปในพลาสติก,ยาง (Rubber),สารเสริมแรง (Reinforcing filler),สารป้องกันการแตกหักของสายโซ่โมเลกุล (Stabilizer),สารเพิ่มเนื้อ (Extender),none,1,none,none,none,none,none,none
57,ถ้านำขวดพลาสติกที่ทำจากพอลิเอทิลีนไปบรรจุน้ำอัดลมและปิดฝาให้แน่น จะเกิดสิ่งใดขึ้น,ไม่มีสิ่งใดเปลี่ยนแปลง,น้ำอัดลมจะมีสีที่จางลง,แก๊สคาร์บอนไดออกไซด์จะระเหยออกไป,ปริมาณของน้ำอัดลมจะลดลง,none,3,none,none,none,none,none,none
58,ข้อใดต่อไปนี้ไม่เป็นความจริง,โดยทั่วไป พอลิเมอร์มีค่าการนำความร้อนที่ต่ำกว่าโลหะมาก,โดยทั่วไป อากาศมีค่าการนำความร้อนที่ต่ำกว่าพอลิเมอร์มาก,โดยทั่วไป พอลิเมอร์มีค่าสัมประสิทธิ์ของการขยายตัวเมื่อได้รับความร้อนมากกว่าโลหะ,โดยทั่วไป เซรามิกมีค่าสัมประสิทธิ์ของการขยายตัวเมื่อได้รับความร้อนมากกว่าพอลิเมอร์,none,4,none,none,none,none,none,none
59,กระบวนการในข้อใดต่อไปนี้เป็นกระบวนการสร้างพอลิเมอร์จากมอนอเมอร์,Monomerization,Polymerization,Hydration,Annealing ,none,2,none,none,none,none,none,none
60,เทฟลอน (Teflon) คือชื่อทางการค้าของพอลิเมอร์ในข้อใด,Polystyrene,Polyurethane,Polytetrafluoroethylene,Polyvinyl chloride ,none,3,none,none,none,none,none,none
61,ปฏิกิริยาที่เกิดขึ้นเมื่อผสมซีเมนต์กับน้ำคือปฏิกิริยาใด,ปฏิกิริยา Hydration,ปฏิกิริยา Oxidation,ปฏิกิริยา Reduction,ปฏิกิริยา Dehydration,none,1,none,none,none,none,none,none
62,การเติมแร่ยิปซั่ม (Gypsum) ลงในซีเมนต์มีวัตถุประสงค์อย่างไร,เพื่อลดต้นทุนวัตถุดิบ,เพื่อควบคุมเวลาการแข็งตัวของซีเมนต์,เพื่อเพิ่มความแข็งแรงให้กับซีเมนต์,เพื่อให้ซีเมนต์มีอายุการใช้งานที่นานขึ้น,none,2,none,none,none,none,none,none
63,ทำไมเซรามิกโดยทั่วไปมีสมบัติที่แข็ง (Hard) และเปราะ (Brittle) กว่าโลหะ,การเคลื่อนที่ของ Dislocation เกิดขึ้นในเซรามิกได้ง่ายกว่าโลหะ,เซรามิกทั่วไปยึดกันด้วยพันธะแวนเดอร์วาลส์ แต่โลหะยึดกันด้วยพันธะโลหะ,ในเซรามิก ระนาบอะตอมเกิดการเลื่อน (Slip) ได้บางระนาบเท่านั้น,เซรามิกมีความหนาแน่นสูงกว่าโลหะ,none,3,none,none,none,none,none,none
64,ข้อใดไม่ใช่สมบัติของเซรามิก,เป็นฉนวนทั้งทางความร้อนและไฟฟ้า,ความต้านทานต่อแรงกระแทกต่ำ,ทนต่อแรงดึงได้ดี,เฉื่อยต่อการเกิดปฏิกิริยาเคมี,none,3,none,none,none,none,none,none
65,ข้อใดไม่ใช่ผลที่เกิดจากการเกิดรูพรุน (Porosity) ในเนื้ออิฐทนไฟ,อิฐทนไฟเป็นฉนวนทางความร้อนที่ดีขึ้น,อิฐทนไฟสามารถทนต่อการเปลี่ยนแปลงอุณหภูมิได้ดีขึ้น,อิฐทนไฟมีความต้านทานต่อการผุกร่อนดีขึ้น,อิฐทนไฟมีความแข็งแรงลดลง,none,3,none,none,none,none,none,none
66,วัสดุในข้อใดเหมาะที่จะทำเป็นวัสดุขัดถู (Abrasive material),เหล็ก,อะลูมินา,พอลิเอทิลีน,ไม้,none,2,none,none,none,none,none,none
67,Glass transition temperature คืออะไร,อุณหภูมิจุดหลอมเหลว (Melting point) ของแก้ว,อุณหภูมิที่แก้วมีสภาพการนำไฟฟ้า,อุณหภูมิที่แก้วเปลี่ยนจากสภาพที่มีความหนืดสูงเป็นสภาพที่แข็งและเปราะ,อุณหภูมิที่แก้วกลายเป็นไอ,none,3,none,none,none,none,none,none
68,ข้อใดไม่ใช่เซรามิกวิศวกรรม (Engineering ceramic),พอร์ซิเลน (Porcelain),อะลูมินา (Alumina),ซิลิกอนไนไตรด์ (Silicon nitride),เซอร์โคเนีย (Zirconia),none,1,none,none,none,none,none,none
69,เซรามิกลักษณะใดที่ไม่เหมาะสมสำหรับการนำมาใช้ทำเป็นกระดูกเทียม,เซรามิกที่มีสมบัติต้านทานการผุกร่อนที่ดี,เซรามิกที่มีความหนาแน่นสูง,เซรามิกที่มีความแข็งแรงสูง,เซรามิกที่สามารถยึดติดกับเนื้อเยื่อได้ดี,none,2,none,none,none,none,none,none
70,ทำไมปัจจุบันนิยมนำเซรามิกวิศวกรรม เช่น อะลูมินา (Alumina) มาใช้ทำหัวเทียนแทนโลหะ,เซรามิกมีความแข็งแรงมากกว่าโลหะที่อุณหภูมิสูง,เซรามิกเป็นวัสดุเปราะกว่าโลหะ,เซรามิกมีการนำไฟฟ้าที่ดีกว่าโลหะ,เซรามิกมีความหนาแน่นต่ำกว่าโลหะ,none,1,none,none,none,none,none,none
71,ข้อใดกล่าวถูกต้อง,การขึ้นรูปแก้วจะทำขณะที่แก้วมีสภาพเป็นของเหลวที่มีความหนืดสูง,การขึ้นรูปแก้วจะเกิดปฏิกิริยา Sintering,แก้วโดยทั่วไปเป็นของแข็งที่มีผลึก,หลังจากขึ้นรูปแก้วแล้วต้องนำแก้วไปอบและเผา,none,1,none,none,none,none,none,none
72,การเพิ่มความแข็งแรงให้กับแก้วโดยวิธีเทมเปอร์ (Temper) หรือ Chemical treatment มีหลักการอย่างไร,ทำให้เกิดความเค้นแรงดึงที่ผิวและความเค้นแรงอัดภายในเนื้อแก้ว,ทำให้เกิดความเค้นแรงอัดที่ผิวและความเค้นแรงดึงภายในเนื้อแก้ว,ทำให้เกิดความเค้นแรงอัดในเนื้อแก้ว,ทำให้เกิดความเค้นแรงดึงในเนื้อแก้ว,none,2,none,none,none,none,none,none
73,เซรามิกประเภทใดมีความเหนียว (Toughness) ดีที่สุดที่อุณหภูมิห้อง,ซิลิกอนไนไตรด์ (Silicon nitride),ซิลิกอนคาร์ไบด์ (Silicon carbide),อะลูมินา (Alumina),Partially stabilized zirconia,none,4,none,none,none,none,none,none
74,Glass-ceramic แตกต่างจาก แก้ว (Glass) อย่างไร,แก้วโปร่งใสแต่ Glass-ceramic ไม่โปร่งใส,แก้วไม่นำไฟฟ้า แต่ Glass-ceramic นำไฟฟ้า,แก้วนำความร้อนได้ไม่ดี แต่ Glass-ceramic สามารถนำความร้อนได้,แก้วทนการเปลี่ยนแปลงความร้อน (Thermal shock) ได้ แต่ Glass-ceramic ทนไม่ได้,none,1,none,none,none,none,none,none
75,Pyroelectric ceramic มีสมบัติเด่นในข้อใด,สามารถเปลี่ยนสมบัติทางกลให้เป็นสมบัติไฟฟ้า,สามารถเปลี่ยนสมบัติทางไฟฟ้าให้เป็นสมบัติทางกล,สามารถเปลี่ยนสมบัติทางไฟฟ้าให้เป็นสมบัติทางเคมี,สามารถเปลี่ยนสมบัติทางความร้อนให้เป็นสมบัติทางไฟฟ้า,none,4,none,none,none,none,none,none
76,เซรามิกประเภทแก้วต่างจากเซรามิกโดยทั่วไปอย่างไร,แก้วไม่มีผลึก แต่เซรามิกโดยทั่วไปเป็นโครงสร้างที่มีผลึก (Crystalline),แก้วสามารถดึงยืดได้ แต่เซรามิกโดยทั่วไปมีสมบัติเปราะ,แก้วทนแรงดึงได้ดี แต่เซรามิกทนแรงอัดได้ดี,แก้วทนทานต่อสารเคมีได้ดี แต่เซรามิกโดยทั่วไปเกิดปฏิกิริยาได้ง่าย,none,1,none,none,none,none,none,none
77,ผลิตภัณฑ์ใดต่อไปนี้ไม่จำเป็นต้องใช้วัสดุเซรามิก,กระสวยอวกาศ,เตาเผา,ลูกถ้วยไฟฟ้า (Electrical insulator),มีดผ่าตัด,none,4,none,none,none,none,none,none
78,ข้อใดไม่ช่วยทำให้วัสดุที่ผลิตจากอะลูมินา (Alumina) มีสมบัติโปร่งแสง (Translucent) ได้,อะลูมินาที่ใช้มีความบริสุทธ์สูงมาก,เป็นวัสดุผลึกเดี่ยว (Single crystal),การจัดเรียงตัวของผลึกมีทิศทางใกล้เคียงกันมาก,ขอบเกรน (Grain boundary) มีความหนามาก,none,4,none,none,none,none,none,none
79,กระถางปลูกต้นไม้ โอ่งดิน อิฐมอญ จัดเป็นเซรามิกประเภทใด,Stoneware,Earthenware,Porcelain,Bone China,none,2,none,none,none,none,none,none
80,วัสดุทนไฟที่ใช้ในเตาเผาอุณหภูมิสูงมักทำจากวัสดุในข้อใดต่อไปนี้,CaO,Feldspar,Cement,Mullite,none,4,none,none,none,none,none,none
81,ไม้จัดเป็นวัสดุประเภทใด,วัสดุเชิงประกอบ,พอลิคาร์บอเนต,พอลิไวนิลคลอไรด์,พอลิเมอร์,none,4,none,none,none,none,none,none
82,เพราะเหตุใดไม้จึงรับแรงดัด (Bending force) ได้ดี,เส้นใยเรียงตัวในทิศใดทิศหนึ่ง,มีความเหนียวสูง,เนื้อไม้มีความหนาแน่นสูง,ไม้มีน้ำหนักเบา,none,1,none,none,none,none,none,none
83,ข้อใดเป็นส่วนประกอบหลักของยางมะตอย (Asphalt),ธาตุคาร์บอน (C) และ ไนโตรเจน (N),ธาตุคาร์บอน (C) และ ไฮโดรเจน (H),ธาตุคาร์บอน (C) และ ซัลเฟอร์ (S),ธาตุคาร์บอน (C) และ ออกซิเจน (O),none,2,none,none,none,none,none,none
84,ไม้มีสมบัติทางกลตามข้อใด,เท่ากันทุกทิศทาง,ความแข็งแรงตามแนวความยาวมากกว่าแนวขวาง,ความแข็งแรงขนานเส้นใยต่ำกว่าความแข็งแรงตั้งฉาก,โมดูลัสเท่ากันทุกทิศทาง,none,2,none,none,none,none,none,none
85,ยางมะตอย (Asphalt) และยางมะตอยผสม (Asphalt mix) มีสมบัติต่างกันอย่างไร,ยางมะตอยมีแรงเสียดทาน (Friction) มากกว่ายางมะตอยผสม,ยางมะตอยผสมมีแรงเสียดทาน (Friction) มากกว่ายางมะตอย,ยางมะตอยและยางมะตอยผสมใช้ทำพื้นรับแรงที่มีสมบัติใกล้เคียงกัน,ยางมะตอยแข็งแรงมากกว่ายางมะตอยผสม,none,2,none,none,none,none,none,none
86,การใช้คอนกรีตในการก่อสร้าง คอนกรีตถูกใช้เพื่อให้รับแรงประเภทใด,แรงดึง (Tension),แรงอัด (Compression),แรงเฉือน (Shear),แรงบิด (Torsion),none,2,none,none,none,none,none,none
87,ความสามารถในการทำงาน (Workability) ของคอนกรีตสามารถทดสอบด้วยวิธีใด,การทดสอบความล้า (Fatigue test) ,การทดสอบโดยใช้แรงอัด (Compressive test) ,การทดสอบความแข็งแบบบริเนลล์ (Brinell) ,การทดสอบการยุบตัว (Slump test),none,4,none,none,none,none,none,none
