37	ข้อใดไม่เกี่ยวข้องกับการเขียนโฟลว์ชาร์ต	การระบุส่วน start/end ของโปรแกรม	การระบุเงื่อนไขการทำงานต่างๆของโปรแกรม	การระบุภาษาที่จะใช้เขียนโปรแกรม	การระบุตัวแปรที่จะใช้ในการคำนวณ	none	3	none	none	none	none	none	none	1
38	ข้อใดไม่ใช่ตัวอย่างของอุปกรณ์ input	Keyboard	Mouse	Monitor	Scanner	none	3	none	none	none	none	none	none	1
39	ค่าเลขฐาน 16 ต่อไปนี้ คือ 123 จะมีค่าเท่ากับเลขฐานสองเท่าใด	0010 0010 0011	0001 0001 0010	0010 0010 0010	0001 0010 0011	none	4	none	none	none	none	none	none	1
40	อุปกรณ์ใดไม่สามารถนำมาใช้เป็นหน่วยความจำหลัก(main memory)ของคอมพิวเตอร์	RAM	ROM	PROM	Flash Memory	none	4	none	none	none	none	none	none	1
41	คอมพิวเตอร์ 32 บิต คือ คอมพิวเตอร์ที่มี	หน่วยความจำขนาด 32 บิต	บัสข้อมูล(data bus) ขนาด 32 บิต	บัสแอดเดรส(address bus) ขนาด 32 บิต	รีจิสเตอร์(register) ขนาด 32 บิต	none	4	none	none	none	none	none	none	1
42	การนำคอมพิวเตอร์ไปใช้ในการประมวลผลในข้อใดไม่น่าเป็นไปได้	คำนวณหาค่าสูงสุดของการรับน้ำหนักของสะพาน	หาระยะทางที่สั้นทีสุดจากเมืองหนึ่งไปยังอีกเมืองหนึ่ง	พยากรณ์อากาศ	พยากรณ์การเกิดแผ่นดินไหว	none	4	none	none	none	none	none	none	1
43	พอร์ตอนุกรมแตกต่างจากพอร์ตขนานอย่างไร	พอร์ตอนุกรมสามารถรับส่งข้อมูลได้ แต่พอร์ตขนานส่งข้อมูลได้อย่างเดียว	พอร์ตอนุกรม ส่งข้อมูลเรียงกันไปทีละบิตบนสายหนึ่งเส้น พอร์ตขนาน ส่งข้อมูลในแต่ละบิตออกไปพร้อมๆ กันบนสายหลายๆ เส้น	พอร์ตอนุกรม ส่งข้อมูลโดยผ่านระบบปฏิบัติการ พอร์ตขนาน สามารถเขียนโปรแกรมติดต่อได้โดยตรง	พอร์ตอนุกรม ส่งข้อมูลได้คราวละหนึ่งไบต์ พอร์ตขนานส่งข้อมูลได้คราวละหลายๆ ไบต์	none	2	none	none	none	none	none	none	1
44	MO (Magneto-Optical) disk เป็นหน่วยความจำที่มีพื้นฐานบนเทคโนโลยีใด	เทคโนโลยีสารกึ่งตัวนำ	เทคโนโลยีแสง	เทคโนโลยีแม่เหล็ก	ข้อ ข. และค. รวมกันเป็นคำตอบที่ถูกต้อง	none	4	none	none	none	none	none	none	1
45	Unicode คืออะไร	มาตรฐานชุดคำสั่งที่ใช้ในซีพียู	มาตรฐานรหัสแทนข้อมูลที่ใช้ในการเก็บและคำนวณของคอมพิวเตอร์	มาตรฐานอุตสาหกรรมสำหรับการออกแบบโปรแกรมคอมพิวเตอร์	มาตรฐานรหัสใช้ในการแสดงตัวอักษรหรือข้อความ	none	4	none	none	none	none	none	none	1
46	ข้อใด ไม่ใช่ องค์ประกอบของระบบคอมพิวเตอร์	ฮาร์ดแวร์ ชิ้นส่วนต่างๆ ที่ประกอบกันเป็นตัวเครื่อง	ซอฟต์แวร์ โปรแกรมต่างๆ ที่จะให้คอมพิวเตอร์ทำงาน	ข้อมูล ตัวเลขต่างๆ ที่เก็บอยู่ภายในเครื่อง	สมชายที่ต้องใช้คอมพิวเตอร์เก็บข้อมูลสัตว์ในฟาร์ม	none	4	none	none	none	none	none	none	1
47	ข้อใดจัดเป็นหน่วยความจำหลักในระบบคอมพิวเตอร์	RAM	CD-ROM	Floppy Disk	Hard Disk	none	1	none	none	none	none	none	none	1
48	หากต้องการให้ประสิทธิภาพของการทำงานของไดร์ฟมีประสิทธิภาพที่สูง คำกล่าวในข้อใดถูกต้องที่สุด	จะต้องมีความเร็วเฉลี่ยในการเข้าถึงข้อมูลที่สูง และ ความเร็วในการถ่ายโอนข้อมูลที่ต่ำ	จะต้องมีความเร็วเฉลี่ยในการเข้าถึงข้อมูลที่สูง และ ความเร็วในการถ่ายโอนข้อมูลที่สูง	จะต้องมีความเร็วเฉลี่ยในการเข้าถึงข้อมูลที่ต่ำ และ ความเร็วในการถ่ายโอนข้อมูลที่สูง	จะต้องมีความเร็วเฉลี่ยในการเข้าถึงข้อมูลที่ต่ำและ ความเร็วในการถ่ายโอนข้อมูลที่ต่ำ	none	3	none	none	none	none	none	none	1
49	พื้นที่ที่เล็กที่สุดในการอ่าน หรือ เขียนข้อมูลลงไปในแผ่นดิสก์ หรือ ฮาร์ดดิสก์เรียกว่าอะไร	ไบต์ (Byte)	บิต (Bit)	เซกเตอร์(Sector)	แทร็ก (Track)	none	3	none	none	none	none	none	none	1
50	เวลาในการเคลื่อนที่ของหัวอ่านไปยังตำแหน่งที่ต้องการอ่านเขียนข้อมูล เรียกว่า	Header Move Time	Maximum Move Time	Minimum Access Time	Maximum Access Time	none	4	none	none	none	none	none	none	1
51	ความสามารถของระบบปฏิบัติการที่สามารถใช้งานโปรแกรมหลายๆ ตัวพร้อมกันได้เรียกว่า	Multitasking	Object Linking	Object Embedding	Multi User	none	1	none	none	none	none	none	none	1
52	ข้อใดกล่าวถึงคำว่า Hierarchical File System ได้ถูกต้องที่สุด	การเก็บรวบรวมข้อมูลว่าโปรแกรมใดใช้อุปกรณ์ตัวใดอยู่	โครงสร้างการทำเมนูเพื่อใช้งานในโปรแกรมต่างๆ	ระบบที่ใช้สำหรับการใช้ข้อมูลร่วมกันในโปรแกรมต่างๆ	โครงสร้างการจัดเก็บไฟล์ข้อมูลที่มีโครงสร้างแบบระดับชั้น	none	4	none	none	none	none	none	none	1
53	แป้นพิมพ์กลุ่มใดใช้สร้างคำสั่งลัดในการสั่งงานคอมพิวเตอร์	คีย์อักขระ	คีย์ตัวเลข	คีย์ฟังก์ชั่น	คีย์เคลื่อนย้ายตัวอักษร	none	3	none	none	none	none	none	none	1
54	หน่วยวัดความละเอียดในการพิมพ์ของเครื่องพิมพ์มีหน่วยเป็น	Dot Pitch	PPM	DPI	bps	none	3	none	none	none	none	none	none	1
55	พอร์ท(Port)ชนิดใดของคอมพิวเตอร์สามารถรองรับการเชื่อมต่อแบบPnP(Plug and Play)	COM1	COM2	USB	ISA	none	3	none	none	none	none	none	none	1
56	หน่วยใดไม่ใช่หน่วยวัดการทำงานของคอมพิวเตอร์	MIPS	MFLOPS	VUP	IPS	none	4	none	none	none	none	none	none	1
57	หน่วยของข้อมูลในคอมพิวเตอร์ที่เล็กที่สุดคืออะไร?	Bit	Byte	Field	Record	none	1	none	none	none	none	none	none	1
58	มาตรฐานรหัสใดที่นิยมใช้กันมากในปัจจุบัน	EBCDIC	ASCII	BCD	UCB	none	2	none	none	none	none	none	none	1
59	อุปกรณ์ใดต่อไปนี้มีการจัดเก็บและเข้าถึงข้อมูลแบบลำดับ	Floppy Disk	Hard Disk	CDROM	Tape	none	4	none	none	none	none	none	none	1
60	ระบบเครือข่ายใดมีขนาดใหญ่ที่สุด	MAN	LAN	WAN	ไม่มีข้อถูก	none	3	none	none	none	none	none	none	1
61	ความหมายของคำว่าขั้นตอนวิธี (Algorithm) คือข้อใด	การทำความเข้าใจกับปัญหาที่เกิดขึ้น	การหาวิธีแก้ปัญหา	การอธิบายลำดับขั้นตอนการทำงานเป็นข้อๆตั้งแต่ขั้นตอนแรกถึงขั้นตอนสุดท้าย	การทดสอบวิธีแก้ปัญหา	none	3	none	none	none	none	none	none	1
62	เมื่อเปรียบเทียบกับร่างกายมนุษย์ ส่วนใดของคอมพิวเตอร์ที่ทำหน้าที่เปรียบเทียบได้กับการทำงานของสมอง	CPU + RAM	CPU + Harddisk	RAM + Harddisk	OS + RAM	none	1	none	none	none	none	none	none	1
63	อุปกรณ์ชิ้นใดที่สามารถทำหน้าที่เป็นได้ทั้ง Input และ Output	"Keyboard, Scanner"	"Printer, Floppy Disk"	"Harddisk, Touch Screen"	"Touch Pad, Monitor"	none	4	none	none	none	none	none	none	1
64	ข้อใดไม่ใช่ OS (ระบบปฏิบัติการของคอมพิวเตอร์)	Opera	Linux	DOS	Unix	none	1	none	none	none	none	none	none	1
65	คอมพิวเตอร์ตั้งโต๊ะจัดเป็นคอมพิวเตอร์ประเภทใด	Mini Computer	Super Computer	Micro Computer	Analog Computer	none	3	none	none	none	none	none	none	1
66	Hard Disk จัดเป็นหน่วยความจำประเภทใด	หน่วยความจำหลัก	หน่วยความจำสำรอง	หน่วยความจำถาวร	หน่วยความจำชั่วคราว	none	2	none	none	none	none	none	none	1
67	ข้อใดคือรูปแบบข้อข้อมูลที่สามารถนำเข้าสู่ระบบสารสนเทศ	ภาพนิ่ง 	ภาพเคลื่อนไหว	เสียง	ถูกทุกข้อ	none	4	none	none	none	none	none	none	1
68	ข้อใดกล่าวผิดเกี่ยวกับ Pseudo code และ flow chart	Pseudo code และ flow chart ถูกสร้างขึ้นเพื่อจัดรูปแบบความคิดในการเขียนโปรแกรมให้เป็นระบบ	Pseudo code จำเป็นจะต้องถูกแปลงเป็น flow chart ก่อนเป็นคำสั่งของโปรแกรมคอมพิวเตอร์	การเขียน Flow chart จะเน้นการใช้สัญลักษณ์เพื่อให้อ่านเข้าใจได้	ผิดทุกข้อ	none	2	none	none	none	none	none	none	1
69	ข้อใดไม่ใช่หน้าที่ของ OS (Operating System)	แบ่งปันทรัพยากรและเนื้อหาในหน่วยความจำให้แต่ละโปรแกรม	โหลดโปรแกรมขึ้นมาทำงาน	อ่านและเขียนข้อมูลจากไฟล์	ใช้ประสานงานการติดต่อกับผู้ใช้งาน	none	4	none	none	none	none	none	none	1
70	เครือข่ายอินเตอร์เน็ตใช้ครั้งแรกที่ประเทศใด	อังกฤษ	ไทย	ญี่ปุ่น	สหรัฐอเมริกา	none	4	none	none	none	none	none	none	1
71	คอมพิวเตอร์มีบทบาทกับการศึกษาอย่างไร	นำมาประยุกต์ใช้ในกิจกรรมการเรียนการสอน เช่น ทำสื่อต่างๆ	จัดทำประวัตินักเรียน ประวัติครูอาจารย์	ใช้เป็นแหล่งเรียนรู้ เช่นการค้นคว้าจากอินเทอร์เน็ต	ถูกทุกข้อ	none	4	none	none	none	none	none	none	1
72	หน่วยใดมีลักษณะการทำงานคล้ายกับสมองของมนุษย์	หน่วยประมวลผล	หน่วยรับข้อมูล	หน่วยความจำ	หน่วยแสดงผล	none	1	none	none	none	none	none	none	1
73	คอมพิวเตอร์ยุคใด ใช้วงจรไอซี (Integrated Circuit) เป็นหลัก	คอมพิวเตอร์ยุคแรก	คอมพิวเตอร์ยุคที่ 2	คอมพิวเตอร์ยุคที่ 3	คอมพิวเตอร์ยุคในยุคปัจจุบัน	none	3	none	none	none	none	none	none	1
74	ข้อใดเป็นอุปกรณ์รับข้อมูลเบื้องต้น	จอภาพ	คีย์บอร์ด 	เครื่องพิมพ์	กล่องใส่ดิสก์	none	2	none	none	none	none	none	none	1
75	อุปกรณ์ที่ช่วยในการสำรองไฟฟ้าเวลาไฟดับหรือไฟตก เรียกว่าอะไร	Power Supply 	Monitor 	UPS 	Case	none	3	none	none	none	none	none	none	1
76	หน่วยความจำในข้อใด มีความจุมากที่สุด	SDRAM 	Hard Disk	CD-ROM Disk	Floppy Disk 	none	2	none	none	none	none	none	none	1
77	อุปกรณ์ในข้อใด ถือว่าเป็นอุปกรณ์ต่อพ่วง	เมาส์ 	คีย์บอร์ด 	เครื่องพิมพ์ 	สายไฟ	none	3	none	none	none	none	none	none	1
78	ชุดคำสั่งหรือโปรแกรมที่ใช้สั่งงานให้คอมพิวเตอร์ทำงาน เรียกว่าอะไร	ซอฟต์แวร์ 	ฮาร์ดแวร์ 	พีเพิลแวร์ 	ระเบียบวิธีปฏิบัติ	none	1	none	none	none	none	none	none	1
79	ผลลัพธ์ของนิพจน์ 1 + 4 / 2 คือข้อใด	2.5	3	2	3.5	none	2	none	none	none	none	none	none	1
80	จงหาคำตอบของ 2 + 3 * 4 - 1	11	13	15	19	none	2	none	none	none	none	none	none	1
81	ในการเขียนโปรแกรมเพื่อใช้ในการหาระยะขจัดของวัตถุที่ตกลงสู่พื้นจากสูตร s = 0.5 * g * t^2 ควรมีการสร้างค่าคงที่กี่ตัวในโปรแกรม	1	2	3	4	none	3	none	none	none	none	none	none	1
82	ถ้าในมหาวิทยาลัยกำหนดให้นักศึกษาเรียนได้ไม่เกิน 8 ปี ในการเขียนโปรแกรมเพื่อทำการหาค่าเฉลี่ยของจำนวนนักศึกษาในแต่ละชั้นปี(โดยเขียนให้สั้นที่สุดและใช้ตัวแปรและค่าคงที่น้อยที่สุด) จะต้องใช้ตัวแปรและค่าคงที่ประเภทใดบ้าง ประเภทละกี่ตัวจึงจะเหมาะสมที่สุด	"Integer 2 ตัว, Real 1 ตัว, ค่าคงที่ 1 ตัว"	"Integer 1 ตัว, Real 2 ตัว, ค่าคงที่ 1 ตัว"	"Integer 2 ตัว, Real 2 ตัว, ค่าคงที่ 2 ตัว"	"Integer 1 ตัว, Real 1 ตัว, ค่าคงที่ 2 ตัว"	none	1	none	none	none	none	none	none	1
83	Assignment Statement ใช้ในการทำอะไร	กำหนดค่าให้กับตัวแปร	เปรียบเทียบค่าของ expression	สร้าง Array	วนลูป	none	1	none	none	none	none	none	none	1
84	Tool ตัวใดที่ช่วยในการลดขนาดของแฟ้มข้อมูล	WinRAR	Oracle	Apache	WinAmp	none	1	none	none	none	none	none	none	1
85	ถ้าเครื่องคอมพิวเตอร์ของท่านทำงานช้าลงอย่างมากเมื่อเปรียบเทียบกับการทำงานของเครื่องเมื่อเพิ่งซื้อมาใหม่ ท่านคิดว่าควรใช้ Tool ใดในการแก้ไขปัญหานี้	Norton SystemWork	McAfee Internet Security	MS Office Tools	Adobe Acrobat	none	1	none	none	none	none	none	none	1
86	ข้อใดคือมาตรฐานของระบบเครือข่ายท้องถิ่นที่นิยมใช้กันมากที่สุดในปัจจุบัน	IEEE 802.3	IEEE 802.4	IEEE 802.5	IEEE 802.6	none	1	none	none	none	none	none	none	1
87	คอมพิวเตอร์ไม่เหมาะกับงานประเภทใด	งานที่ต้องการความถูกต้องสูง	งานที่มีปริมาณมาก	งานที่ต้องการความรวดเร็วมาก	งานที่มีเงื่อนไขการตัดสินใจไม่แน่นอน	none	4	none	none	none	none	none	none	1
88	หน่วยวัดความจุใด มีค่าเท่ากับ 1024 Byte	Megabyte	Kilobyte	Gigabyte	Terabyte	none	2	none	none	none	none	none	none	1
89	สมาชิกที่เล็กที่สุด หรือค่าที่น้อยที่สุด ซึ่งแทนได้เพียงค่าศูนย์ หรือค่าหนึ่งเท่านั้น เรียกว่า	Bit	Byte	Word	Character	none	1	none	none	none	none	none	none	1
90	ภาษาสั่งงานใดที่คล้ายภาษาเครื่องมากที่สุด	Fortran Language	NGV Language	Cobol Language	Assembly Language	none	4	none	none	none	none	none	none	1
91	ข้อใดเป็นขั้นตอนการเขียนโปรแกรมที่ถูกต้องที่สุด	"การทดสอบโปรแกรม, การเขียนโปรแกรม, การเขียนผังงาน, การวิเคราะห์งาน"	"การเขียนโปรแกรม, การทดสอบโปรแกรม, การวิเคราะห์งาน, การเขียนผังงาน"	"การวิเคราะห์งาน, การเขียนผังงาน, การเขียนโปรแกรม, การทดสอบโปรแกรม"	"การวิเคราะห์งาน, การเขียนโปรแกรม, การเขียนผังงาน, การทดสอบโปรแกรม"	none	3	none	none	none	none	none	none	1
92	คอมพิวเตอร์สามารถรับรู้คำพูดของมนุษย์ โดยไม่คำนึงว่าใครเป็นผู้พูดเราเรียกว่า	Voice Computer	Voice Technology	Special Computer	Voice Recognition	none	4	none	none	none	none	none	none	1
93	ข้อใดเป็นภาษาคอมพิวเตอร์	"BASIC , POWERPOINT"	"BASIC , COBOL"	"COBOL , EXCEL"	"COBOL , POWERPOINT"	none	2	none	none	none	none	none	none	1
94	การบริการโอนย้ายข้อมูลได้แก่บริการใด	FTP	IBM	PPP	GPD	none	1	none	none	none	none	none	none	1
95	ถ้าต้องการเก็บข้อมูลค่าตัวเลข 7.82 ต้องใช้ตัวแปรประเภทใด	integer	char	float	bit	none	3	none	none	none	none	none	none	1
96	 ผลลัพธ์ของการกระทำ int * float จะให้ผลลัพธ์ เป็นชนิดข้อมูลแบบใด	char 	int 	float 	double 	ไม่มีข้อถูก	3	none	none	none	none	none	none	1
